ptid,methods,Analyte,Type,Well,Description,FI,FI - Bkgd,Std Dev,%CV,Conc in Range,Obs Conc,Obs Conc Std Dev,Obs Conc %CV,Exp Conc,(Obs/Exp) * 100,Dilution,Bead Count,batch.x,Sample ID,Conditions,Dilution factor,Note,protein concentration (mcg/ml),batch.y,Sample,normCon
4023,tissue,MIP-3a/CCL20 (28),X24,"G8,H8",Sample ID: 4023 tissue,332.8,309.3,2.47,0.74,74.77,74.77,0.49,0.66,NA,NA,1,"84,76",expt1,4023 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,4142.6537,expt1,NA,0.018048817
4027,epithelial brushings,MIP-3a/CCL20 (28),X11,"E5,F5",Sample ID: 4027 Pellet,278,254.5,7.07,2.54,127.34,127.34,2.91,2.29,NA,NA,2,"387,364",expt1,4027 Pellet,AERD+nosteroids,2,cytology brushings in RIPA Buffer,2966.3244,expt1,NA,0.042928548
4027,mucus,MIP-3a/CCL20 (28),X35,"E11,F11",Sample ID: 4027 mucus,1342,1318.5,7.07,0.53,254.85,254.85,1.19,0.47,NA,NA,1,"123,105",expt1,4027 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4027,tissue,MIP-3a/CCL20 (28),X25,"A9,B9",Sample ID: 4027 tissue,119.5,96,0.71,0.59,28.78,28.78,0.17,0.59,NA,NA,1,"118,177",expt1,4027 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2344.8839,expt1,NA,0.012273529
4031,epithelial brushings,MIP-3a/CCL20 (28),X6,"C4,D4",Sample ID: 4031 Pellet,1002.5,975,2.12,0.21,78.74,78.74,0.13,0.17,NA,NA,1,"77,383",expt2,4031 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,4736.2218,expt2,X6,0.016625066
4031,mucus,MIP-3a/CCL20 (28),X24,"G8,H8",Sample ID: 4031 Sponge,19217.5,19190,389.62,2.03,1737.24,1737.24,68.13,3.92,NA,NA,1,"191,347",expt2,4031 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X24,NA
4031,tissue,MIP-3a/CCL20 (28),X16,"G6,H6",Sample ID: 4031 Tissue,116.5,89,3.54,3.03,13.02,13.02,0.38,2.92,NA,NA,1,"63,96",expt2,4031 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,1624.8469,expt2,X16,0.008013063
4034,epithelial brushings,MIP-3a/CCL20 (28),X12,"G5,H5",Sample ID: 4034 Pellet,4372.5,4349,64.35,1.47,761.46,761.46,11.08,1.46,NA,NA,1,"98,28",expt1,4034 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,4327.4266,expt1,NA,0.17596139
4034,mucus,MIP-3a/CCL20 (28),X36,"G11,H11",Sample ID: 4034 mucus,265,241.5,7.78,2.94,121.96,121.96,3.23,2.65,NA,NA,2,"74,96",expt1,4034 mucus,AERD+nosteroids,2,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4034,tissue,MIP-3a/CCL20 (28),X26,"C9,D9",Sample ID: 4034 tissue,70.8,47.3,1.06,1.5,16.36,16.36,0.29,1.77,NA,NA,1,"100,108",expt1,4034 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2442.4373,expt1,NA,0.006698227
4037,epithelial brushings,MIP-3a/CCL20 (28),X7,"E4,F4",Sample ID: 4037 Pellet,1077.8,1050.3,28.64,2.66,83.48,83.48,1.79,2.15,NA,NA,1,"342,421",expt2,4037 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,3765.3332,expt2,X7,0.022170681
4037,mucus,MIP-3a/CCL20 (28),X25,"A9,B9",Sample ID: 4037 Sponge,2508.8,2481.3,6.72,0.27,168.34,168.34,0.39,0.23,NA,NA,1,"117,82",expt2,4037 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X25,NA
4040,epithelial brushings,MIP-3a/CCL20 (28),X13,"A6,B6",Sample ID: 4040 Pellet,1580,1556.5,4.24,0.27,884.21,884.21,2.12,0.24,NA,NA,3,"241,209",expt1,4040 Pellet,AERD+nosteroids,3,cytology brushings in RIPA Buffer,2789.7992,expt1,NA,0.316943958
4040,mucus,MIP-3a/CCL20 (28),X37,"A12,B12",Sample ID: 4040 mucus,17432.5,17409,613.06,3.52,4064.55,4064.55,237.78,5.85,NA,NA,1,"125,136",expt1,4040 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4040,tissue,MIP-3a/CCL20 (28),X27,"E9,F9",Sample ID: 4040 tissue,392.3,368.8,5.3,1.35,86.51,86.51,1.03,1.19,NA,NA,1,"120,113",expt1,4040 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,4586.2894,expt1,NA,0.018862743
4042,epithelial brushings,MIP-3a/CCL20 (28),X14,"C6,D6",Sample ID: 4042 Pellet,383.3,359.8,20.15,5.26,84.75,84.75,3.94,4.65,NA,NA,1,"318,194",expt1,4042 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,2385.6494,expt1,NA,0.035524918
4042,mucus,MIP-3a/CCL20 (28),X38,"C12,D12",Sample ID: 4042 mucus,807.5,784,10.61,1.31,162.95,162.95,1.87,1.15,NA,NA,1,"149,229",expt1,4042 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4042,tissue,MIP-3a/CCL20 (28),X28,"G9,H9",Sample ID: 4042 tissue,54,30.5,0,0,11.63,11.63,0,0,NA,NA,1,"77,86",expt1,4042 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,1557.4886,expt1,NA,0.007467149
4048,epithelial brushings,MIP-3a/CCL20 (28),X15,"E6,F6",Sample ID: 4048 Pellet,2713.5,2690,10.61,0.39,482.29,482.29,1.75,0.36,NA,NA,1,"457,419",expt1,4048 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,3008.133,expt1,NA,0.160328682
4048,mucus,MIP-3a/CCL20 (28),X39,"E12,F12",Sample ID: 4048 mucus,724.5,701,24.75,3.42,148.19,148.19,4.43,2.99,NA,NA,1,"74,142",expt1,4048 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4048,tissue,MIP-3a/CCL20 (28),X29,"A10,B10",Sample ID: 4048 tissue,85.8,62.3,3.89,4.54,20.35,20.35,1.01,4.97,NA,NA,1,"106,89",expt1,4048 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2605.0263,expt1,NA,0.007811821
4049,epithelial brushings,MIP-3a/CCL20 (28),X16,"G6,H6",Sample ID: 4049 Pellet,1050,1026.5,16.97,1.62,205.18,205.18,2.92,1.42,NA,NA,1,"141,142",expt1,4049 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,3514.4816,expt1,NA,0.058381299
4049,mucus,MIP-3a/CCL20 (28),X40,"G12,H12",Sample ID: 4049 mucus,4395,4371.5,213.55,4.86,765.33,765.33,36.8,4.81,NA,NA,1,"103,173",expt1,4049 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4049,tissue,MIP-3a/CCL20 (28),X30,"C10,D10",Sample ID: 4049 tissue,74,50.5,0,0,17.24,17.24,0,0,NA,NA,1,"91,75",expt1,4049 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2279.8483,expt1,NA,0.007561907
4051,epithelial brushings,MIP-3a/CCL20 (28),X8,"G4,H4",Sample ID: 4051 Pellet,4893.3,4865.8,64.7,1.32,307.99,307.99,3.91,1.27,NA,NA,1,"200,252",expt2,4051 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,5154.3078,expt2,X8,0.059753901
4051,mucus,MIP-3a/CCL20 (28),X26,"C9,D9",Sample ID: 4051 Sponge,1597.8,1570.3,80.96,5.07,230.26,230.26,9.64,4.19,NA,NA,2,"119,120",expt2,4051 Sponge,AERD+steroids,2,nasal mucus eluted in PI solution,NA,expt2,X26,NA
4051,tissue,MIP-3a/CCL20 (28),X17,"A7,B7",Sample ID: 4051 Tissue,767.3,739.8,18.74,2.44,63.52,63.52,1.24,1.96,NA,NA,1,"129,116",expt2,4051 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,5529.3056,expt2,X17,0.01148788
4078,epithelial brushings,MIP-3a/CCL20 (28),X9,"A5,B5",Sample ID: 4078 pellet,989,961.5,19.8,2,155.78,155.78,2.51,1.61,NA,NA,2,"609,674",expt2,4078 pellet,AERD+steroids,2,cytology brushings in RIPA Buffer,6298.968,expt2,X9,0.024731035
4078,mucus,MIP-3a/CCL20 (28),X27,"E9,F9",Sample ID: 4078 Sponge,1030,1002.5,19.8,1.92,80.48,80.48,1.25,1.55,NA,NA,1,"106,108",expt2,4078 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X27,NA
4078,tissue,MIP-3a/CCL20 (28),X18,"C7,D7",Sample ID: 4078 Tissue,110.8,83.3,1.77,1.6,12.4,12.4,0.19,1.56,NA,NA,1,"220,393",expt2,4078 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,3054.789,expt2,X18,0.0040592
0,Background,TNFa (75),B,"A1,B1",Reagent Name: Background0,19,19,0.71,3.72,NA,NA,NA,NA,NA,NA,1,"96,84",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
0,Background,TNFa (75),B,"A1,B1",Reagent Name: Background0,20,20,0,0,NA,NA,NA,NA,NA,NA,1,"67,50",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
1,QC,TNFa (75),X1,"A3,B3",Sample ID: QC1,906,886,19.8,2.19,37.97,37.97,0.81,2.12,NA,NA,1,"65,75",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
1,QC,TNFa (75),X1,"A3,B3",Sample ID: QC1,379.5,360.5,23.33,6.15,33.79,33.79,2.1,6.21,NA,NA,1,"80,134",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
1,Standard,TNFa (75),S1,"C1,D1",Reagent Name: Standard1,41,22,1.41,3.45,2.51,2.51,0.14,5.56,2.44,103,1,"83,90",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
1,Standard,TNFa (75),S1,"C1,D1",Reagent Name: Standard1,76,56,1.41,1.86,2.43,2.43,7.00E-02,2.83,2.44,100,1,"77,70",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
2,QC,TNFa (75),X2,"C3,D3",Sample ID: QC2,10390.3,10370.3,92.98,0.89,406.97,406.97,3.76,0.92,NA,NA,1,"62,57",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
2,QC,TNFa (75),X2,"C3,D3",Sample ID: QC2,4132.5,4113.5,380.42,9.21,357.18,357.18,32.58,9.12,NA,NA,1,"78,94",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
2,Standard,TNFa (75),S2,"E1,F1",Reagent Name: Standard2,111.5,92.5,3.54,3.17,9.26,9.26,0.33,3.59,9.77,95,1,"103,96",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
2,Standard,TNFa (75),S2,"E1,F1",Reagent Name: Standard2,238.8,218.8,13.08,5.48,9.91,9.91,0.58,5.85,9.77,101,1,"86,72",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
3,Standard,TNFa (75),S3,"G1,H1",Reagent Name: Standard3,452.5,433.5,0.71,0.16,40.33,40.33,0.06,0.16,39.06,103,1,"97,119",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
3,Standard,TNFa (75),S3,"G1,H1",Reagent Name: Standard3,911,891,7.78,0.85,38.17,38.17,0.32,0.83,39.06,98,1,"74,64",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
4,Standard,TNFa (75),S4,"A2,B2",Reagent Name: Standard4,1816,1797,127.28,7.01,159.06,159.06,10.93,6.87,156.25,102,1,"103,106",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
4,Standard,TNFa (75),S4,"A2,B2",Reagent Name: Standard4,4033.5,4013.5,299.11,7.42,159.61,159.61,11.42,7.16,156.25,102,1,"85,87",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
5,Standard,TNFa (75),S5,"C2,D2",Reagent Name: Standard5,7082.3,7063.3,44.9,0.63,612.66,612.66,3.95,0.64,625,98,1,"88,95",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
5,Standard,TNFa (75),S5,"C2,D2",Reagent Name: Standard5,15345,15325,681.65,4.44,617.74,617.74,30.72,4.97,625,99,1,"72,83",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
6,Standard,TNFa (75),S6,"E2,F2",Reagent Name: Standard6,24791.5,24772.5,235.47,0.95,2518.39,2518.39,32.96,1.31,2500,101,1,"112,109",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
6,Standard,TNFa (75),S6,"E2,F2",Reagent Name: Standard6,38699,38679,145.66,0.38,2532.95,2532.95,25.5,1.01,2500,101,1,"81,56",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
7,Standard,TNFa (75),S7,"G2,H2",Reagent Name: Standard7,47535,47516,1419.87,2.99,9958.16,9958.16,1275.76,12.71,10000,100,1,"74,95",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
7,Standard,TNFa (75),S7,"G2,H2",Reagent Name: Standard7,49501.5,49481.5,1233.9,2.49,9682.13,9682.13,4426.84,41.08,10000,97,1,"79,52",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
3991,epithelial brushings,TNFa (75),X3,"E3,F3",Sample ID: 3991 Pellet,88.5,68.5,10.61,11.98,3.03,3.03,0.51,16.78,NA,NA,1,"18,20",expt2,3991 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,1465.8602,expt2,X3,0.002067046
3994,epithelial brushings,TNFa (75),X3,"E3,F3",Sample ID: 3994 Pellet,72.8,53.8,1.77,2.43,5.59,5.59,0.17,3.03,NA,NA,1,"109,120",expt1,3994 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,3105.6864,expt1,NA,0.001799924
3994,tissue,TNFa (75),X17,"A7,B7",Sample ID: 3994 tissue,85.5,66.5,0.71,0.83,6.8,6.8,7.00E-02,0.99,NA,NA,1,"101,165",expt1,3994 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2191.5857,expt1,NA,0.003102776
3995,epithelial brushings,TNFa (75),X4,"G3,H3",Sample ID: 3995 Pellet,248,229,2.83,1.14,43.77,43.77,0.52,1.18,NA,NA,2,"141,135",expt1,3995 Pellet,AERD+nosteroids,2,cytology brushings in RIPA Buffer,1948.9818,expt1,NA,0.02245788
3995,tissue,TNFa (75),X18,"C7,D7",Sample ID: 3995 tissue,47,28,0,0,3.1,3.1,0,0,NA,NA,1,"95,83",expt1,3995 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,1641.1058,expt1,NA,0.00188897
3996,epithelial brushings,TNFa (75),X5,"A4,B4",Sample ID: 3996 Pellet,84.3,65.3,10.96,13.01,6.69,6.69,1.04,15.61,NA,NA,1,"23,78",expt1,3996 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,2915.225,expt1,NA,0.002294849
3996,tissue,TNFa (75),X19,"E7,F7",Sample ID: 3996 tissue,69.5,50.5,3.54,5.09,5.28,5.28,0.34,6.43,NA,NA,1,"109,94",expt1,3996 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,3099.7614,expt1,NA,0.001703357
3999,epithelial brushings,TNFa (75),X4,"G3,H3",Sample ID: 3999 Pellet,233.3,213.3,0.35,0.15,19.34,19.34,0.03,0.16,NA,NA,2,"202,213",expt2,3999 Pellet,AERD+steroids,2,cytology brushings in RIPA Buffer,3723.5246,expt2,X4,0.005194004
3999,tissue,TNFa (75),X14,"C6,D6",Sample ID: 3999 Tissue,98.8,78.8,7.42,7.52,3.52,3.52,0.35,10.01,NA,NA,1,"110,61",expt2,3999 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,2651.4803,expt2,X14,0.00132756
4001,epithelial brushings,TNFa (75),X5,"A4,B4",Sample ID: 4001 Pellet,675,655,15.56,2.3,28.49,28.49,0.64,2.26,NA,NA,1,"82,103",expt2,4001 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,7202.9292,expt2,X5,0.003955335
4001,mucus,TNFa (75),X23,"E8,F8",Sample ID: 4001 Sponge,3177,3157,329.51,10.37,126.85,126.85,12.64,9.96,NA,NA,1,"104,96",expt2,4001 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X23,NA
4001,tissue,TNFa (75),X15,"E6,F6",Sample ID: 4001 Tissue,92.8,72.8,1.77,1.91,3.24,3.24,0.08,2.61,NA,NA,1,"99,80",expt2,4001 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,6925.2483,expt2,X15,0.000467853
4002,epithelial brushings,TNFa (75),X6,"C4,D4",Sample ID: 4002 Pellet,383,364,59.4,15.51,34.1,34.1,5.34,15.66,NA,NA,1,"87,60",expt1,4002 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,4935.974,expt1,NA,0.006908464
4002,mucus,TNFa (75),X31,"E10,F10",Sample ID: 4002 mucus,156.3,137.3,3.18,2.04,13.44,13.44,0.3,2.2,NA,NA,1,"78,90",expt1,4002 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4002,tissue,TNFa (75),X20,"G7,H7",Sample ID: 4002 tissue,188.3,169.3,2.47,1.31,16.4,16.4,0.23,1.39,NA,NA,1,"101,124",expt1,4002 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,1313.6051,expt1,NA,0.012484726
4006,epithelial brushings,TNFa (75),X7,"E4,F4",Sample ID: 4006 Pellet,42.5,23.5,2.12,4.99,7.97,7.97,0.63,7.86,NA,NA,3,"135,111",expt1,4006 Pellet,AERD+nosteroids,3,cytology brushings in RIPA Buffer,1767.8112,expt1,NA,0.0045084
4006,mucus,TNFa (75),X32,"G10,H10",Sample ID: 4006 mucus,124.8,105.8,8.84,7.09,10.51,10.51,0.83,7.88,NA,NA,1,"101,104",expt1,4006 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4006,tissue,TNFa (75),X21,"A8,B8",Sample ID: 4006 tissue,53.8,34.8,1.06,1.97,3.75,3.75,0.1,2.74,NA,NA,1,"84,85",expt1,4006 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,386.8478,expt1,NA,0.009693735
4007,epithelial brushings,TNFa (75),X8,"G4,H4",Sample ID: 4007 Pellet,42,23,1.41,3.37,7.82,7.82,0.42,5.34,NA,NA,3,"340,308",expt1,4007 Pellet,AERD+nosteroids,3,cytology brushings in RIPA Buffer,2018.6628,expt1,NA,0.003873852
4007,tissue,TNFa (75),X22,"C8,D8",Sample ID: 4007 tissue,55.8,36.8,9.55,17.12,3.95,3.95,0.93,23.46,NA,NA,1,"30,59",expt1,4007 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2207.8446,expt1,NA,0.001789075
4012,epithelial brushings,TNFa (75),X9,"A5,B5",Sample ID: 4012 Pellet,32.5,13.5,3.54,10.88,OOR <,3.33,0.71,21.27,NA,NA,2,"152,138",expt1,4012 Pellet,AERD+nosteroids,2,cytology brushings in RIPA Buffer,3556.2902,expt1,NA,0.000936369
4012,mucus,TNFa (75),X33,"A11,B11",Sample ID: 4012 mucus,281.3,262.3,29.34,10.43,24.91,24.91,2.67,10.7,NA,NA,1,"105,130",expt1,4012 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4012,tissue,TNFa (75),X23,"E8,F8",Sample ID: 4012 tissue,128.5,109.5,0.71,0.55,10.86,10.86,7.00E-02,0.61,NA,NA,1,"43,45",expt1,4012 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,3155.5062,expt1,NA,0.003441603
4023,epithelial brushings,TNFa (75),X10,"C5,D5",Sample ID: 4023 Pellet,285.5,266.5,55.86,19.57,25.3,25.3,5.07,20.06,NA,NA,1,"71,61",expt1,4023 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,6682.6444,expt1,NA,0.003785926
4023,mucus,TNFa (75),X34,"C11,D11",Sample ID: 4023 mucus,599.5,580.5,48.08,8.02,53.4,53.4,4.26,7.97,NA,NA,1,"104,138",expt1,4023 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4023,tissue,TNFa (75),X24,"G8,H8",Sample ID: 4023 tissue,63,44,2.83,4.49,4.65,4.65,0.27,5.87,NA,NA,1,"147,117",expt1,4023 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,4142.6537,expt1,NA,0.001122469
4027,epithelial brushings,TNFa (75),X11,"E5,F5",Sample ID: 4027 Pellet,41,22,1.41,3.45,5.02,5.02,0.28,5.56,NA,NA,2,"192,213",expt1,4027 Pellet,AERD+nosteroids,2,cytology brushings in RIPA Buffer,2966.3244,expt1,NA,0.00169233
4027,mucus,TNFa (75),X35,"E11,F11",Sample ID: 4027 mucus,28.3,9.3,1.06,3.75,OOR <,1.24,0.11,8.68,NA,NA,1,"113,108",expt1,4027 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4027,tissue,TNFa (75),X25,"A9,B9",Sample ID: 4027 tissue,62.5,43.5,7.78,12.45,4.6,4.6,0.75,16.31,NA,NA,1,"106,134",expt1,4027 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2344.8839,expt1,NA,0.001961718
4031,epithelial brushings,TNFa (75),X6,"C4,D4",Sample ID: 4031 Pellet,271.5,251.5,77.07,28.39,11.36,11.36,3.39,29.89,NA,NA,1,"44,166",expt2,4031 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,4736.2218,expt2,X6,0.002398536
4031,mucus,TNFa (75),X24,"G8,H8",Sample ID: 4031 Sponge,212.5,192.5,51.62,24.29,8.74,8.74,2.31,26.45,NA,NA,1,"62,149",expt2,4031 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X24,NA
4031,tissue,TNFa (75),X16,"G6,H6",Sample ID: 4031 Tissue,25.5,5.5,0.71,2.77,OOR <,NA,NA,NA,NA,NA,1,"79,94",expt2,4031 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,1624.8469,expt2,X16,NA
4034,epithelial brushings,TNFa (75),X12,"G5,H5",Sample ID: 4034 Pellet,140.5,121.5,6.36,4.53,11.98,11.98,0.59,4.95,NA,NA,1,"73,27",expt1,4034 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,4327.4266,expt1,NA,0.002768389
4034,mucus,TNFa (75),X36,"G11,H11",Sample ID: 4034 mucus,134.8,115.8,9.55,7.08,22.88,22.88,1.78,7.79,NA,NA,2,"119,116",expt1,4034 mucus,AERD+nosteroids,2,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4034,tissue,TNFa (75),X26,"C9,D9",Sample ID: 4034 tissue,40,21,1.41,3.54,OOR <,2.41,0.14,5.8,NA,NA,1,"172,140",expt1,4034 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2442.4373,expt1,NA,0.000986719
4037,epithelial brushings,TNFa (75),X7,"E4,F4",Sample ID: 4037 Pellet,126.5,106.5,3.54,2.79,4.83,4.83,0.16,3.41,NA,NA,1,"328,396",expt2,4037 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,3765.3332,expt2,X7,0.001282755
4037,mucus,TNFa (75),X25,"A9,B9",Sample ID: 4037 Sponge,274,254,7.07,2.58,11.47,11.47,0.31,2.71,NA,NA,1,"77,55",expt2,4037 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X25,NA
4040,epithelial brushings,TNFa (75),X13,"A6,B6",Sample ID: 4040 Pellet,89.8,70.8,1.06,1.18,21.62,21.62,0.3,1.4,NA,NA,3,"256,232",expt1,4040 Pellet,AERD+nosteroids,3,cytology brushings in RIPA Buffer,2789.7992,expt1,NA,0.007749662
4040,mucus,TNFa (75),X37,"A12,B12",Sample ID: 4040 mucus,4834,4815,366.28,7.58,417.37,417.37,31.5,7.55,NA,NA,1,"125,114",expt1,4040 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4040,tissue,TNFa (75),X27,"E9,F9",Sample ID: 4040 tissue,66.5,47.5,4.95,7.44,4.99,4.99,0.48,9.55,NA,NA,1,"132,126",expt1,4040 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,4586.2894,expt1,NA,0.001088026
4042,epithelial brushings,TNFa (75),X14,"C6,D6",Sample ID: 4042 Pellet,99.8,80.8,0.35,0.35,8.16,8.16,0.03,0.41,NA,NA,1,"369,264",expt1,4042 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,2385.6494,expt1,NA,0.003420452
4042,mucus,TNFa (75),X38,"C12,D12",Sample ID: 4042 mucus,166.5,147.5,2.12,1.27,14.39,14.39,0.2,1.36,NA,NA,1,"132,189",expt1,4042 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4042,tissue,TNFa (75),X28,"G9,H9",Sample ID: 4042 tissue,28.5,9.5,0.71,2.48,OOR <,1.26,7.00E-02,5.66,NA,NA,1,"103,112",expt1,4042 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,1557.4886,expt1,NA,0.000808995
4048,epithelial brushings,TNFa (75),X15,"E6,F6",Sample ID: 4048 Pellet,201,182,0,0,17.58,17.58,0,0,NA,NA,1,"367,299",expt1,4048 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,3008.133,expt1,NA,0.005844156
4048,mucus,TNFa (75),X39,"E12,F12",Sample ID: 4048 mucus,201,182,4.24,2.11,17.58,17.58,0.39,2.22,NA,NA,1,"75,112",expt1,4048 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4048,tissue,TNFa (75),X29,"A10,B10",Sample ID: 4048 tissue,97.5,78.5,0.71,0.73,7.94,7.94,7.00E-02,0.84,NA,NA,1,"89,74",expt1,4048 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2605.0263,expt1,NA,0.003047954
4049,epithelial brushings,TNFa (75),X16,"G6,H6",Sample ID: 4049 Pellet,107.5,88.5,2.12,1.97,8.89,8.89,0.2,2.25,NA,NA,1,"154,139",expt1,4049 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,3514.4816,expt1,NA,0.002529534
4049,mucus,TNFa (75),X40,"G12,H12",Sample ID: 4049 mucus,246,227,19.8,8.05,21.7,21.7,1.81,8.33,NA,NA,1,"99,179",expt1,4049 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4049,tissue,TNFa (75),X30,"C10,D10",Sample ID: 4049 tissue,141.5,122.5,4.95,3.5,12.07,12.07,0.46,3.82,NA,NA,1,"136,96",expt1,4049 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2279.8483,expt1,NA,0.005294212
4051,epithelial brushings,TNFa (75),X8,"G4,H4",Sample ID: 4051 Pellet,825,805,83.44,10.11,34.66,34.66,3.41,9.85,NA,NA,1,"115,134",expt2,4051 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,5154.3078,expt2,X8,0.006724472
4051,mucus,TNFa (75),X26,"C9,D9",Sample ID: 4051 Sponge,763.5,743.5,48.79,6.39,64.29,64.29,4.01,6.24,NA,NA,2,"93,75",expt2,4051 Sponge,AERD+steroids,2,nasal mucus eluted in PI solution,NA,expt2,X26,NA
